code,year,age,total,exposure
EST,1988,53,0,9664.79
EST,1988,54,0,9463.17
EST,1988,55,0,10228.59
EST,1989,12,0,10941.47
EST,1989,13,2,10933.5
EST,1989,14,1,10784.22
EST,1989,15,22,10708.21
EST,1989,16,131,10763.44
EST,1989,17,364,10748.54
EST,1989,18,886,10449.91
EST,1989,19,1429,10459.4
EST,1989,20,1776,10142.21
EST,1989,21,1880,9896.72
EST,1989,22,1744,9849.67
EST,1989,23,1791,10046.78
EST,1989,24,1824,10630.33
EST,1989,25,1621,10950.83
EST,1989,26,1501,11263.23
EST,1989,27,1451,11999.62
EST,1989,28,1307,12193.87
EST,1989,29,1155,12206.13
EST,1989,30,1010,12328.98
EST,1989,31,824,12113.38
EST,1989,32,692,11945
EST,1989,33,627,12296.48
EST,1989,34,548,12444.36
EST,1989,35,432,11806.78
EST,1989,36,357,11751.99
EST,1989,37,296,11782.55
EST,1989,38,219,11583
EST,1989,39,176,11384.18
EST,1989,40,106,11922.88
EST,1989,41,68,10874.99
EST,1989,42,52,10704.53
EST,1989,43,16,9250.05
EST,1989,44,6,8100.22
EST,1989,45,4,7937.23
EST,1989,46,0,8661.97
EST,1989,47,0,10577.49
EST,1989,48,0,11093.88
EST,1989,49,0,10768.5
EST,1989,50,0,11267.59
EST,1989,51,0,11456.18
EST,1989,52,0,11117.74
EST,1989,53,0,10276.32
EST,1989,54,0,9613.75
EST,1989,55,0,9394.88
EST,1990,12,0,10922.83
EST,1990,13,1,10899.19
EST,1990,14,1,10892.01
EST,1990,15,24,10711.84
EST,1990,16,135,10644.74
EST,1990,17,419.02,10572.43
EST,1990,18,943.04,10714.4
EST,1990,19,1401.06,10521.72
EST,1990,20,1758.08,10519.16
EST,1990,21,1809.08,10210.06
EST,1990,22,1692.08,10001.43
EST,1990,23,1636.08,9934.25
EST,1990,24,1458.06,10055.09
EST,1990,25,1417.06,10638.41
EST,1990,26,1310.06,10939.23
EST,1990,27,1215.06,11223.58
EST,1990,28,1101.04,11969.49
EST,1990,29,992.04,12171.97
EST,1990,30,823.04,12162.15
EST,1990,31,774.04,12284.08
EST,1990,32,686.04,12075.06
EST,1990,33,586.02,11914.84
EST,1990,34,488.02,12251.18
EST,1990,35,422.02,12415.69
EST,1990,36,332.02,11746.44
EST,1990,37,248.02,11708.66
EST,1990,38,200,11756.37
EST,1990,39,161,11537.57
EST,1990,40,109,11361.4
EST,1990,41,71,11899.4
EST,1990,42,39,10844.73
EST,1990,43,28,10704.88
EST,1990,44,14,9216.54
EST,1990,45,6,8069.84
EST,1990,46,1,7877.83
EST,1990,47,1,8580.13
EST,1990,48,2,10552.57
EST,1990,49,0,11032.53
EST,1990,50,0,10719.25
EST,1990,51,0,11212.55
EST,1990,52,0,11409.09
EST,1990,53,0,11065.42
EST,1990,54,0,10221.22
EST,1990,55,0,9542.86
EST,1991,12,0,10863.23
EST,1991,13,2,10848.15
EST,1991,14,5,10833.64
EST,1991,15,29,10806.51
EST,1991,16,151.02,10618.85
EST,1991,17,425.07,10473.64
EST,1991,18,910.15,10514.42
EST,1991,19,1336.21,10709.14
EST,1991,20,1678.26,10538.74
EST,1991,21,1687.26,10542.52
EST,1991,22,1572.25,10268.92
EST,1991,23,1423.22,10024.93
EST,1991,24,1282.2,9903.93
EST,1991,25,1068.16,9993.69
EST,1991,26,1103.17,10598.33
EST,1991,27,962.15,10853.45
EST,1991,28,885.14,11124.03
EST,1991,29,819.13,11867
EST,1991,30,716.11,12071.53
EST,1991,31,628.1,12077.64
EST,1991,32,511.08,12195.2
EST,1991,33,454.08,11989.55
EST,1991,34,378.06,11823.57
EST,1991,35,340.06,12162.71
EST,1991,36,301.04,12322.91
EST,1991,37,204.03,11652.36
EST,1991,38,189.03,11628.05
EST,1991,39,123.02,11680.84
EST,1991,40,91.02,11472.58
EST,1991,41,59,11305.63
EST,1991,42,44,11839.58
EST,1991,43,18,10781.82
EST,1991,44,10,10645.44
EST,1991,45,4,9160.4
EST,1991,46,3,8018.82
EST,1991,47,0,7831.12
EST,1991,48,0,8537.83
EST,1991,49,0,10501.02
EST,1991,50,0,10963.13
EST,1991,51,0,10661.69
EST,1991,52,0,11133.81
EST,1991,53,0,11332.73
EST,1991,54,0,10996.22
EST,1991,55,0,10148.12
EST,1992,12,0,10649.17
EST,1992,13,0,10629.35
EST,1992,14,8,10611.31
EST,1992,15,30,10588.07
EST,1992,16,139.03,10570.85
EST,1992,17,409.09,10369.25
EST,1992,18,800.18,10304.73
EST,1992,19,1250.28,10366.02
EST,1992,20,1561.35,10609.47
EST,1992,21,1558.34,10443.17
EST,1992,22,1501.33,10492.89
EST,1992,23,1406.31,10182.93
EST,1992,24,1199.27,9893.48
EST,1992,25,1079.24,9734.24
EST,1992,26,973.22,9832.21
EST,1992,27,836.18,10382.74
EST,1992,28,753.17,10618.94
EST,1992,29,687.16,10864.24
EST,1992,30,658.14,11605.97
EST,1992,31,616.13,11804.16
EST,1992,32,501.11,11777.6
EST,1992,33,429.1,11904.7
EST,1992,34,350.08,11694.03
EST,1992,35,296.07,11540.23
EST,1992,36,250.06,11856.01
EST,1992,37,221.05,12022.29
EST,1992,38,165.04,11372.3
EST,1992,39,127.02,11379.57
EST,1992,40,89.02,11444.12
EST,1992,41,62.02,11262.25
EST,1992,42,39,11103.18
EST,1992,43,27,11623.22
EST,1992,44,11,10612.86
EST,1992,45,3,10489.92
EST,1992,46,0,9019.76
EST,1992,47,1,7918.36
EST,1992,48,0,7750.84
EST,1992,49,0,8455.47
EST,1992,50,0,10395.76
EST,1992,51,0,10813.63
EST,1992,52,0,10536.74
EST,1992,53,0,10977.45
EST,1992,54,0,11209.86
EST,1992,55,0,10861.63
EST,1993,12,0,10582.28
EST,1993,13,0,10322.16
EST,1993,14,1,10281.3
EST,1993,15,26.01,10238.19
EST,1993,16,147.05,10246.6
EST,1993,17,346.12,10234.02
EST,1993,18,688.23,10098.29
EST,1993,19,1037.34,10087.5
EST,1993,20,1242.41,10136.87
EST,1993,21,1216.39,10377.71
EST,1993,22,1238.41,10291.78
EST,1993,23,1242.41,10329.97
EST,1993,24,1107.36,9985.45
EST,1993,25,966.32,9649.26
EST,1993,26,855.28,9492.16
EST,1993,27,766.25,9586.77
EST,1993,28,699.23,10104.54
EST,1993,29,631.2,10313.68
EST,1993,30,517.16,10535.44
EST,1993,31,446.15,11280.34
EST,1993,32,402.13,11409.92
EST,1993,33,353.12,11432.26
EST,1993,34,281.1,11521.17
EST,1993,35,242.08,11293.81
EST,1993,36,189.06,11139.1
EST,1993,37,168.06,11489.49
EST,1993,38,150.05,11650.3
EST,1993,39,111.04,11031.64
EST,1993,40,63.02,11032.44
EST,1993,41,48.02,11144.69
EST,1993,42,35.01,10982.64
EST,1993,43,11,10823.52
EST,1993,44,16,11377.7
EST,1993,45,7,10381.5
EST,1993,46,2,10290.74
EST,1993,47,0,8854.74
EST,1993,48,0,7796.71
EST,1993,49,0,7648.08
EST,1993,50,0,8332.92
EST,1993,51,0,10242.69
EST,1993,52,0,10630.4
EST,1993,53,0,10368.61
EST,1993,54,0,10834.27
EST,1993,55,0,11033.31
EST,1994,12,0,10526.39
EST,1994,13,0,10347.22
EST,1994,14,5,10063.37
EST,1994,15,26,9999.65
EST,1994,16,111.02,9958.28
EST,1994,17,322.05,9956.25
EST,1994,18,571.08,9945.67
EST,1994,19,973.14,9874
EST,1994,20,1097.15,9847.64
EST,1994,21,1173.17,9878.83
EST,1994,22,1165.16,10155.1
EST,1994,23,1129.16,10118.25
EST,1994,24,1108.16,10144.6
EST,1994,25,931.13,9790.23
EST,1994,26,822.12,9443.47
EST,1994,27,717.1,9317.42
EST,1994,28,567.08,9396.68
EST,1994,29,575.08,9900.62
EST,1994,30,475.06,10077.09
EST,1994,31,454.06,10327.72
EST,1994,32,376.06,11025.17
EST,1994,33,312.04,11171.38
EST,1994,34,307.04,11193.65
EST,1994,35,232.04,11242.76
EST,1994,36,185.02,10998.59
EST,1994,37,164.02,10891.88
EST,1994,38,121.02,11229.51
EST,1994,39,95.02,11386.73
EST,1994,40,54,10778.49
EST,1994,41,48,10787.45
EST,1994,42,25,10917.5
EST,1994,43,18,10757.73
EST,1994,44,10,10629.33
EST,1994,45,4,11178.56
EST,1994,46,1,10192.17
EST,1994,47,1,10125.25
EST,1994,48,0,8716.4
EST,1994,49,0,7687.24
EST,1994,50,0,7540.13
EST,1994,51,0,8227.28
EST,1994,52,0,10099.68
EST,1994,53,0,10472.24
EST,1994,54,0,10242.46
EST,1994,55,0,10681.71
EST,1995,12,0,10737.05
EST,1995,13,0,10377.94
EST,1995,14,5,10177.24
EST,1995,15,41.01,9887.65
EST,1995,16,122.04,9805.63
EST,1995,17,254.07,9757.49
EST,1995,18,576.17,9747.4
EST,1995,19,849.25,9744.85
EST,1995,20,989.3,9695.2
EST,1995,21,1109.32,9670.55
EST,1995,22,1046.31,9684.37
EST,1995,23,1043.31,9993.37
EST,1995,24,1010.29,9962.84
EST,1995,25,948.28,10014.16
EST,1995,26,809.23,9649.78
EST,1995,27,746.22,9301.77
EST,1995,28,627.19,9175.47
EST,1995,29,502.15,9258.57
EST,1995,30,527.16,9745.54
EST,1995,31,411.12,9923.59
EST,1995,32,342.1,10168.63
EST,1995,33,331.1,10841.03
EST,1995,34,263.08,11000.13
EST,1995,35,222.06,11031.62
EST,1995,36,205.06,11039.29
EST,1995,37,161.04,10812.75
EST,1995,38,118.03,10693.17
EST,1995,39,81.02,11046.11
EST,1995,40,74.02,11206.54
EST,1995,41,50.02,10579.75
EST,1995,42,15,10599.69
EST,1995,43,17,10732.96
EST,1995,44,5,10585.68
EST,1995,45,5,10479.04
EST,1995,46,2,10984.52
EST,1995,47,0,10038.92
EST,1995,48,0,9975.42
EST,1995,49,0,8589.15
EST,1995,50,0,7588.25
EST,1995,51,0,7446.2
EST,1995,52,0,8146.37
EST,1995,53,0,9968.1
EST,1995,54,0,10335.71
EST,1995,55,0,10110.88
EST,1996,12,0,10809.8
EST,1996,13,0,10620.75
EST,1996,14,4,10256.7
EST,1996,15,32.01,10050.66
EST,1996,16,103.03,9748.51
EST,1996,17,299.09,9656.32
EST,1996,18,480.14,9605.15
EST,1996,19,806.25,9598.43
EST,1996,20,956.29,9611.83
EST,1996,21,999.3,9579.83
EST,1996,22,1022.31,9543.08
EST,1996,23,949.29,9549.25
EST,1996,24,929.28,9871.75
EST,1996,25,962.29,9870.66
EST,1996,26,867.26,9929.17
EST,1996,27,740.22,9557.03
EST,1996,28,618.19,9204.07
EST,1996,29,570.18,9081.13
EST,1996,30,442.14,9168.65
EST,1996,31,471.14,9640.15
EST,1996,32,393.12,9808.53
EST,1996,33,307.09,10033.25
EST,1996,34,273.09,10705.46
EST,1996,35,254.08,10878.99
EST,1996,36,208.06,10893.68
EST,1996,37,157.04,10906.52
EST,1996,38,130.04,10645.63
EST,1996,39,84.02,10558.24
EST,1996,40,70.02,10885.79
EST,1996,41,51.02,11051.87
EST,1996,42,26,10436.15
EST,1996,43,21,10457.12
EST,1996,44,9,10596.27
EST,1996,45,2,10435.09
EST,1996,46,1,10337.13
EST,1996,47,2,10824.82
EST,1996,48,0,9884.31
EST,1996,49,1,9851.83
EST,1996,50,0,8481.2
EST,1996,51,0,7500.53
EST,1996,52,0,7369.08
EST,1996,53,0,8065.23
EST,1996,54,0,9855.31
EST,1996,55,0,10208.41
EST,1997,12,0,10683.2
EST,1997,13,2,10730.78
EST,1997,14,5,10550.01
EST,1997,15,32,10175.82
EST,1997,16,95,9959.32
EST,1997,17,280,9657.53
EST,1997,18,448,9549.36
EST,1997,19,647,9505.29
EST,1997,20,792,9502.44
EST,1997,21,903,9517.5
EST,1997,22,888,9493.28
EST,1997,23,846,9466.24
EST,1997,24,892,9458.8
EST,1997,25,919,9803.89
EST,1997,26,854,9814.24
EST,1997,27,789,9877.73
EST,1997,28,708,9493.55
EST,1997,29,550,9143.18
EST,1997,30,485,9027.28
EST,1997,31,435,9100.68
EST,1997,32,356,9573.14
EST,1997,33,304,9725.17
EST,1997,34,290,9950.83
EST,1997,35,272,10624.75
EST,1997,36,199,10779.18
EST,1997,37,162,10813.38
EST,1997,38,123,10797.22
EST,1997,39,89,10547.36
EST,1997,40,72,10445.98
EST,1997,41,68,10778.11
EST,1997,42,36,10946.34
EST,1997,43,20,10337.27
EST,1997,44,13,10353.15
EST,1997,45,3,10483.59
EST,1997,46,0,10342.46
EST,1997,47,0,10229.23
EST,1997,48,0,10701.65
EST,1997,49,0,9778.02
EST,1997,50,0,9752.6
EST,1997,51,0,8388.65
EST,1997,52,0,7434.49
EST,1997,53,0,7305.4
EST,1997,54,0,7996.35
EST,1997,55,0,9750.18
EST,1998,12,0,10394.4
EST,1998,13,0,10642.94
EST,1998,14,1,10695.68
EST,1998,15,22,10507.57
EST,1998,16,88.02,10134.61
EST,1998,17,230.03,9905
EST,1998,18,393.06,9598.75
EST,1998,19,614.1,9489.19
EST,1998,20,827.13,9439.67
EST,1998,21,845.14,9434.62
EST,1998,22,843.14,9461.93
EST,1998,23,850.14,9442.67
EST,1998,24,831.14,9411.23
EST,1998,25,804.13,9403.59
EST,1998,26,839.14,9753.35
EST,1998,27,738.12,9772.64
EST,1998,28,643.11,9831.57
EST,1998,29,636.1,9449.54
EST,1998,30,519.08,9102.04
EST,1998,31,430.07,8981.03
EST,1998,32,349.06,9066.54
EST,1998,33,345.05,9525.67
EST,1998,34,274.04,9671.3
EST,1998,35,240.04,9895.19
EST,1998,36,214.04,10566.33
EST,1998,37,170.03,10715.22
EST,1998,38,121.02,10754.09
EST,1998,39,111.02,10722.41
EST,1998,40,61.01,10474.03
EST,1998,41,55.01,10372.3
EST,1998,42,28,10702.34
EST,1998,43,24,10870.59
EST,1998,44,12,10255.08
EST,1998,45,6,10270.7
EST,1998,46,0,10419.34
EST,1998,47,1,10267.62
EST,1998,48,1,10152.81
EST,1998,49,0,10613.31
EST,1998,50,0,9693.52
EST,1998,51,0,9667.39
EST,1998,52,0,8306.53
EST,1998,53,0,7377.59
EST,1998,54,0,7246.02
EST,1998,55,0,7920.64
EST,1999,12,0,10319.07
EST,1999,13,1,10091.43
EST,1999,14,2,10315.63
EST,1999,15,14,10389.84
EST,1999,16,92.02,10234.53
EST,1999,17,216.05,9904.97
EST,1999,18,368.09,9719.85
EST,1999,19,631.15,9499.84
EST,1999,20,801.2,9475.48
EST,1999,21,774.18,9449.04
EST,1999,22,837.2,9490.5
EST,1999,23,938.23,9527.82
EST,1999,24,906.22,9500.06
EST,1999,25,835.2,9476.96
EST,1999,26,789.19,9489.44
EST,1999,27,711.17,9847.46
EST,1999,28,742.18,9882.2
EST,1999,29,622.15,9899.86
EST,1999,30,536.13,9488.73
EST,1999,31,487.11,9171.13
EST,1999,32,386.09,9005.9
EST,1999,33,315.08,9102.25
EST,1999,34,310.08,9542.34
EST,1999,35,240.06,9670.58
EST,1999,36,224.05,9882.46
EST,1999,37,159.04,10569.3
EST,1999,38,153.04,10701.8
EST,1999,39,121.03,10698.51
EST,1999,40,72.02,10702.85
EST,1999,41,62.02,10424.94
EST,1999,42,36.01,10310.87
EST,1999,43,22,10681.64
EST,1999,44,12,10832.02
EST,1999,45,6,10189.97
EST,1999,46,2,10235.42
EST,1999,47,0,10379.95
EST,1999,48,0,10218.65
EST,1999,49,0,10132.08
EST,1999,50,0,10583.31
EST,1999,51,0,9688.6
EST,1999,52,0,9663.96
EST,1999,53,0,8288.27
EST,1999,54,0,7353
EST,1999,55,0,7223.25
EST,2000,12,0,10328.06
EST,2000,13,1,10027.07
EST,2000,14,3,9786.62
EST,2000,15,23,10013.91
EST,2000,16,97.02,10119.97
EST,2000,17,225.03,10009.89
EST,2000,18,373.06,9729.22
EST,2000,19,585.09,9626.63
EST,2000,20,730.11,9493.99
EST,2000,21,773.12,9497.35
EST,2000,22,795.12,9505.93
EST,2000,23,857.13,9567.46
EST,2000,24,883.14,9582.19
EST,2000,25,851.13,9569.55
EST,2000,26,822.13,9571.91
EST,2000,27,828.13,9582.73
EST,2000,28,798.12,9956.18
EST,2000,29,710.1,9926.66
EST,2000,30,641.1,9939.13
EST,2000,31,601.09,9555.98
EST,2000,32,467.07,9189.39
EST,2000,33,400.06,9041.75
EST,2000,34,361.06,9125.23
EST,2000,35,287.04,9548.8
EST,2000,36,231.04,9656.71
EST,2000,37,176.02,9895.97
EST,2000,38,178.02,10558.76
EST,2000,39,110.02,10651.28
EST,2000,40,105.02,10698.08
EST,2000,41,59.01,10647.88
EST,2000,42,44,10374.79
EST,2000,43,27,10294.54
EST,2000,44,15,10658.06
EST,2000,45,3,10763.34
EST,2000,46,2,10145.84
EST,2000,47,3,10195.83
EST,2000,48,1,10341.27
EST,2000,49,0,10208.08
EST,2000,50,0,10113.53
EST,2000,51,0,10595.73
EST,2000,52,0,9690.72
EST,2000,53,0,9642.8
EST,2000,54,0,8252.34
EST,2000,55,0,7343.5
EST,2001,12,0,10183.06
EST,2001,13,1,10308.23
EST,2001,14,2,10001.9
EST,2001,15,19,9751.8
EST,2001,16,87.02,9973.82
EST,2001,17,184.03,10065.02
EST,2001,18,380.06,9969.72
EST,2001,19,556.09,9689.19
EST,2001,20,640.1,9596.67
EST,2001,21,735.12,9459.09
EST,2001,22,800.12,9447.34
EST,2001,23,792.13,9470.91
EST,2001,24,828.13,9527.65
EST,2001,25,828.13,9536.96
EST,2001,26,838.14,9529.32
EST,2001,27,755.12,9541.93
EST,2001,28,768.12,9552.84
EST,2001,29,683.11,9906.53
EST,2001,30,641.1,9876.63
EST,2001,31,596.09,9903.97
EST,2001,32,467.08,9516.01
EST,2001,33,403.07,9149.47
EST,2001,34,355.06,9011.76
EST,2001,35,303.05,9075.31
EST,2001,36,274.04,9508.61
EST,2001,37,203.03,9616.74
EST,2001,38,148.02,9841.04
EST,2001,39,117.02,10498.28
EST,2001,40,89.02,10621.5
EST,2001,41,60.01,10622.93
EST,2001,42,38,10602.52
EST,2001,43,23,10325.01
EST,2001,44,9,10249.89
EST,2001,45,4,10588.23
EST,2001,46,3,10698.21
EST,2001,47,1,10076.57
EST,2001,48,0,10135.42
EST,2001,49,0,10286.1
EST,2001,50,0,10142.67
EST,2001,51,0,10054.09
EST,2001,52,0,10518.71
EST,2001,53,0,9627.02
EST,2001,54,0,9555.8
EST,2001,55,0,8176.34
EST,2002,12,0,9886.26
EST,2002,13,0,10162.95
EST,2002,14,2,10262.71
EST,2002,15,22,9971.79
EST,2002,16,75,9716.99
EST,2002,17,196.02,9934.09
EST,2002,18,318.02,10035.27
EST,2002,19,526.04,9919.35
EST,2002,20,677.06,9669.17
EST,2002,21,653.05,9546.5
EST,2002,22,737.06,9409.31
EST,2002,23,768.06,9407.32
EST,2002,24,809.06,9425.92
EST,2002,25,828.06,9482.98
EST,2002,26,874.07,9492
EST,2002,27,848.06,9499.33
EST,2002,28,827.06,9522.19
EST,2002,29,728.06,9522.95
EST,2002,30,697.06,9851.42
EST,2002,31,590.04,9862.15
EST,2002,32,573.04,9863.64
EST,2002,33,475.03,9476.04
EST,2002,34,394.03,9119.53
EST,2002,35,342.02,8967.14
EST,2002,36,253.02,9035.63
EST,2002,37,214.02,9468.42
EST,2002,38,177.02,9567.1
EST,2002,39,139.02,9791.66
EST,2002,40,112,10457.62
EST,2002,41,65,10547.2
EST,2002,42,43,10572.55
EST,2002,43,17,10546.74
EST,2002,44,15,10270.13
EST,2002,45,3,10195.78
EST,2002,46,1,10538.01
EST,2002,47,1,10632.73
EST,2002,48,0,10017.2
EST,2002,49,0,10075.02
EST,2002,50,1,10210.92
EST,2002,51,0,10072.37
EST,2002,52,0,9990.69
EST,2002,53,0,10446.68
EST,2002,54,0,9548.72
EST,2002,55,0,9472.91
EST,2003,12,0,8875.08
EST,2003,13,0,9855.84
EST,2003,14,4,10118.55
EST,2003,15,13,10227.46
EST,2003,16,76,9936.59
EST,2003,17,185,9686.9
EST,2003,18,306,9898.74
EST,2003,19,513,9980.49
EST,2003,20,627,9899.26
EST,2003,21,714,9609.12
EST,2003,22,714,9501.46
EST,2003,23,733,9374.51
EST,2003,24,824,9357.31
EST,2003,25,843,9380.92
EST,2003,26,825,9427.89
EST,2003,27,853,9456.8
EST,2003,28,780,9468.85
EST,2003,29,803,9471.72
EST,2003,30,677,9478.27
EST,2003,31,626,9830.75
EST,2003,32,610,9812.12
EST,2003,33,488,9818.13
EST,2003,34,397,9430.79
EST,2003,35,339,9079.39
EST,2003,36,299,8916.91
EST,2003,37,239,8995.96
EST,2003,38,169,9423.03
EST,2003,39,132,9521.98
EST,2003,40,94,9731.57
EST,2003,41,64,10392.28
EST,2003,42,39,10487.64
EST,2003,43,19,10523.01
EST,2003,44,17,10480.84
EST,2003,45,11,10215.24
EST,2003,46,3,10141.26
EST,2003,47,0,10477.74
EST,2003,48,0,10556.48
EST,2003,49,0,9957.83
EST,2003,50,0,10004.93
EST,2003,51,0,10135.74
EST,2003,52,0,10022.16
EST,2003,53,0,9917.06
EST,2003,54,0,10385.47
EST,2003,55,0,9479.78
EST,2004,12,0,8178.84
EST,2004,13,1,8845.07
EST,2004,14,2,9830.64
EST,2004,15,20,10078.78
EST,2004,16,91,10187.32
EST,2004,17,178.02,9901.56
EST,2004,18,333.02,9647.18
EST,2004,19,501.04,9853.73
EST,2004,20,635.04,9945.31
EST,2004,21,688.05,9818.6
EST,2004,22,750.06,9558.96
EST,2004,23,856.06,9456.26
EST,2004,24,824.06,9324.73
EST,2004,25,937.06,9312.37
EST,2004,26,892.06,9321.2
EST,2004,27,860.06,9377.9
EST,2004,28,853.06,9401.55
EST,2004,29,861.06,9403.99
EST,2004,30,786.06,9421.5
EST,2004,31,655.05,9428.17
EST,2004,32,616.04,9780.81
EST,2004,33,563.04,9757.27
EST,2004,34,483.04,9762.81
EST,2004,35,410.03,9385.92
EST,2004,36,333.02,9019.52
EST,2004,37,251.02,8876.92
EST,2004,38,193.02,8941.24
EST,2004,39,152.02,9377.99
EST,2004,40,104,9462.35
EST,2004,41,82,9671.85
EST,2004,42,38,10331.81
EST,2004,43,23,10453.06
EST,2004,44,9,10453.06
EST,2004,45,5,10425.36
EST,2004,46,3,10155.5
EST,2004,47,2,10082
EST,2004,48,1,10397.86
EST,2004,49,0,10506.33
EST,2004,50,0,9893.35
EST,2004,51,0,9934.83
EST,2004,52,0,10080.57
EST,2004,53,0,9957.02
EST,2004,54,0,9857.62
EST,2004,55,0,10314.02
EST,2005,12,0,7560.53
EST,2005,13,1,8149.04
EST,2005,14,2,8819.84
EST,2005,15,22,9784.86
EST,2005,16,74,10033.93
EST,2005,17,205,10152.08
EST,2005,18,321,9856.14
EST,2005,19,491,9597.16
EST,2005,20,574,9793.42
EST,2005,21,650,9845.56
EST,2005,22,762,9748.13
EST,2005,23,760,9483.73
EST,2005,24,837,9391.02
EST,2005,25,889,9259.74
EST,2005,26,908,9236.97
EST,2005,27,956,9235.95
EST,2005,28,955,9302.91
EST,2005,29,834,9331.14
EST,2005,30,771,9338.88
EST,2005,31,757,9356.41
EST,2005,32,674,9367.81
EST,2005,33,579,9720.54
EST,2005,34,534,9681.93
EST,2005,35,463,9706.95
EST,2005,36,401,9320.88
EST,2005,37,251,8969.4
EST,2005,38,220,8811.82
EST,2005,39,166,8891.32
EST,2005,40,111,9322.55
EST,2005,41,71,9407.55
EST,2005,42,57,9612.14
EST,2005,43,26,10275.52
EST,2005,44,17,10363.04
EST,2005,45,9,10397.9
EST,2005,46,2,10349.04
EST,2005,47,0,10090.66
EST,2005,48,0,10012.87
EST,2005,49,0,10336.63
EST,2005,50,0,10419.98
EST,2005,51,0,9823.74
EST,2005,52,0,9863.98
EST,2005,53,0,10015.39
EST,2005,54,0,9881.57
EST,2005,55,0,9798.57
EST,2006,12,0,6643.35
EST,2006,13,0,7530.16
EST,2006,14,3,8119.24
EST,2006,15,22,8775.05
EST,2006,16,64,9739.38
EST,2006,17,207,9994.16
EST,2006,18,341,10097.01
EST,2006,19,473,9795.94
EST,2006,20,557,9537.5
EST,2006,21,629,9723.8
EST,2006,22,756,9780.99
EST,2006,23,794,9667.95
EST,2006,24,820,9408.72
EST,2006,25,1006,9295.81
EST,2006,26,982,9165.21
EST,2006,27,908,9137.1
EST,2006,28,1002,9146.12
EST,2006,29,901,9218.2
EST,2006,30,835,9266.14
EST,2006,31,750,9258.66
EST,2006,32,692,9266.22
EST,2006,33,629,9297.79
EST,2006,34,557,9635.59
EST,2006,35,476,9612.31
EST,2006,36,391,9631.19
EST,2006,37,333,9250.74
EST,2006,38,215,8899.54
EST,2006,39,210,8746.72
EST,2006,40,121,8826.68
EST,2006,41,80,9261.91
EST,2006,42,51,9347.6
EST,2006,43,33,9537.68
EST,2006,44,24,10175.07
EST,2006,45,9,10293.2
EST,2006,46,2,10313.17
EST,2006,47,1,10278.24
EST,2006,48,0,10015.87
EST,2006,49,0,9944.14
EST,2006,50,3,10246.71
EST,2006,51,0,10349.62
EST,2006,52,0,9739.46
EST,2006,53,0,9788.28
EST,2006,54,0,9940.53
EST,2006,55,0,9811
EST,2007,12,0,6407.65
EST,2007,13,1,6613.75
EST,2007,14,4,7505.08
EST,2007,15,22,8084.67
EST,2007,16,89,8740.26
EST,2007,17,211,9704.04
EST,2007,18,328,9954.61
EST,2007,19,517,10057.36
EST,2007,20,599,9771.3
EST,2007,21,665,9507.75
EST,2007,22,701,9678.79
EST,2007,23,803,9741.62
EST,2007,24,952,9612.96
EST,2007,25,939,9318.75
EST,2007,26,1031,9230.91
EST,2007,27,1048,9090.7
EST,2007,28,955,9057.22
EST,2007,29,957,9076.58
EST,2007,30,901,9158.49
EST,2007,31,808,9196.51
EST,2007,32,739,9194.52
EST,2007,33,688,9196.51
EST,2007,34,603,9243.44
EST,2007,35,545,9575.6
EST,2007,36,452,9548.1
EST,2007,37,368,9571.23
EST,2007,38,260,9190.97
EST,2007,39,222,8839.88
EST,2007,40,141,8692.1
EST,2007,41,102,8767.49
EST,2007,42,59,9206.83
EST,2007,43,32,9282.81
EST,2007,44,20,9468.76
EST,2007,45,8,10094.44
EST,2007,46,3,10224.05
EST,2007,47,1,10238.02
EST,2007,48,0,10197.32
EST,2007,49,1,9951.03
EST,2007,50,0,9880.55
EST,2007,51,0,10186.44
EST,2007,52,0,10263.95
EST,2007,53,0,9665.42
EST,2007,54,0,9723.03
EST,2007,55,0,9865.66
EST,2008,12,0,6215.12
EST,2008,13,0,6382.82
EST,2008,14,2,6594.01
EST,2008,15,24,7479.99
EST,2008,16,68,8060.03
EST,2008,17,182,8720.71
EST,2008,18,309,9678.84
EST,2008,19,460,9939.81
EST,2008,20,583,10041.94
EST,2008,21,641,9746.12
EST,2008,22,680,9483.08
EST,2008,23,774,9658.57
EST,2008,24,888,9691.57
EST,2008,25,1078,9532.62
EST,2008,26,1048,9273.66
EST,2008,27,1010,9165.75
EST,2008,28,988,9026.03
EST,2008,29,942,8997.06
EST,2008,30,937,9011.62
EST,2008,31,879,9103.63
EST,2008,32,809,9161.31
EST,2008,33,671,9149.89
EST,2008,34,665,9156.53
EST,2008,35,532,9198.76
EST,2008,36,487,9525.37
EST,2008,37,375,9513.43
EST,2008,38,327,9520.81
EST,2008,39,259,9151.19
EST,2008,40,165,8810.16
EST,2008,41,102,8647.23
EST,2008,42,60,8723.02
EST,2008,43,38,9151.74
EST,2008,44,21,9227.69
EST,2008,45,10,9409.79
EST,2008,46,6,10039.17
EST,2008,47,2,10160.02
EST,2008,48,5,10173.7
EST,2008,49,0,10126.52
EST,2008,50,1,9901.24
EST,2008,51,0,9816.15
EST,2008,52,0,10116.6
EST,2008,53,0,10198.48
EST,2008,54,0,9606.05
EST,2008,55,0,9673.46
EST,2009,12,0,5943.06
EST,2009,13,1,6200.25
