code,year,age,total,exposure
AUT,1953,30,5750,59834.23
AUT,1953,31,5596,59937.44
AUT,1953,32,4799,59212.95
AUT,1953,33,4037,54835.64
AUT,1953,34,2435,37765.67
AUT,1953,35,1783,29898.14
AUT,1953,36,1664,32250.98
AUT,1953,37,1526,35638.19
AUT,1953,38,1938,50155.55
AUT,1953,39,1800,55844.6
AUT,1953,40,1494,57221.59
AUT,1953,41,1123,57329.99
AUT,1953,42,860,57765
AUT,1953,43,560,59164.71
AUT,1953,44,340,58407
AUT,1953,45,218,57914.31
AUT,1953,46,97,58309.18
AUT,1953,47,43,57465.78
AUT,1953,48,18,56843.4
AUT,1953,49,6.95,56723.13
AUT,1953,50,2.05,56477.67
AUT,1953,51,0,56245.43
AUT,1953,52,0,54958.98
AUT,1953,53,0,53996.76
AUT,1953,54,0,52784.6
AUT,1953,55,0,51195.46
AUT,1954,12,0,58041.8
AUT,1954,13,1,62788.77
AUT,1954,14,12,67283.66
AUT,1954,15,110,54053.4
AUT,1954,16,368,41176.45
AUT,1954,17,1104,39817.8
AUT,1954,18,2096,40176.2
AUT,1954,19,3260,40718.08
AUT,1954,20,4550,41560.07
AUT,1954,21,5281,43249.05
AUT,1954,22,5880,44216.6
AUT,1954,23,6208,46134.43
AUT,1954,24,6413,47009.4
AUT,1954,25,6368,47145.5
AUT,1954,26,6171,47501.39
AUT,1954,27,6178,49783.12
AUT,1954,28,6118,53419.69
AUT,1954,29,6187,56523.85
AUT,1954,30,5950,58286.59
AUT,1954,31,5442,59605.29
AUT,1954,32,5061,59710.16
AUT,1954,33,4475,59003.59
AUT,1954,34,3565,54632.66
AUT,1954,35,2228,37613.83
AUT,1954,36,1592,29783.85
AUT,1954,37,1517,32134.49
AUT,1954,38,1383,35506.46
AUT,1954,39,1667,49946.83
AUT,1954,40,1552,55626.03
AUT,1954,41,1203,56997.68
AUT,1954,42,819,57097.51
AUT,1954,43,543,57517.55
AUT,1954,44,329,58907.72
AUT,1954,45,186,58170.01
AUT,1954,46,98,57665.81
AUT,1954,47,38,58019.68
AUT,1954,48,23,57147.85
AUT,1954,49,4.06,56489.87
AUT,1954,50,4.15,56380.05
AUT,1954,51,0.79,56115.64
AUT,1954,52,0,55855.97
AUT,1954,53,0,54578.52
AUT,1954,54,0,53621.28
AUT,1954,55,0,52369.05
AUT,1955,12,1,52344.3
AUT,1955,13,2,57913.63
AUT,1955,14,2,62620.99
AUT,1955,15,147,67054.32
AUT,1955,16,518,53810.39
AUT,1955,17,1125,40914.46
AUT,1955,18,2271,39515.25
AUT,1955,19,3429,39827.95
AUT,1955,20,4466,40337.42
AUT,1955,21,5299,41176.52
AUT,1955,22,6013,42912.43
AUT,1955,23,6481,43904.96
AUT,1955,24,6606,45847.25
AUT,1955,25,6732,46725.59
AUT,1955,26,6514,46896.55
AUT,1955,27,6296,47242.4
AUT,1955,28,6115,49517.38
AUT,1955,29,6116,53152.22
AUT,1955,30,6098,56245.12
AUT,1955,31,5858,58008.57
AUT,1955,32,5273,59342.61
AUT,1955,33,4898,59442
AUT,1955,34,4206,58743.3
AUT,1955,35,3499,54391.99
AUT,1955,36,2092,37437.75
AUT,1955,37,1449,29645.97
AUT,1955,38,1288,32000.65
AUT,1955,39,1237,35353.07
AUT,1955,40,1342,49708.51
AUT,1955,41,1131,55398.13
AUT,1955,42,840,56758.62
AUT,1955,43,546,56833.04
AUT,1955,44,342,57238.57
AUT,1955,45,180,58631.26
AUT,1955,46,93,57904.06
AUT,1955,47,39,57408.34
AUT,1955,48,13,57690.72
AUT,1955,49,10.81,56799.82
AUT,1955,50,5.56,56124.81
AUT,1955,51,1.63,56007.63
AUT,1955,52,0,55733.69
AUT,1955,53,0,55431.56
AUT,1955,54,0,54174.62
AUT,1955,55,0,53200.28
AUT,1956,12,0,53557.09
AUT,1956,13,1,52244.68
AUT,1956,14,30,57736.81
AUT,1956,15,142,62392.83
AUT,1956,16,703,66740.14
AUT,1956,17,1576,53476.14
AUT,1956,18,2479,40553.42
AUT,1956,19,3659,39101.43
AUT,1956,20,4684,39351.43
AUT,1956,21,5747,39806.28
AUT,1956,22,6267,40664.85
AUT,1956,23,6750,42454.76
AUT,1956,24,6996,43496.25
AUT,1956,25,7150,45459.88
AUT,1956,26,6939,46371.62
AUT,1956,27,6665,46558.06
AUT,1956,28,6322,46890.77
AUT,1956,29,6146,49181.14
AUT,1956,30,6023,52794.96
AUT,1956,31,6023,55864.23
AUT,1956,32,5573,57654.07
AUT,1956,33,5173,58987.28
AUT,1956,34,4708,59106.24
AUT,1956,35,3953,58414.39
AUT,1956,36,3285,54077.81
AUT,1956,37,1932,37216.1
AUT,1956,38,1363,29486.33
AUT,1956,39,1190,31832.98
AUT,1956,40,1062,35162.95
AUT,1956,41,1138,49433.73
AUT,1956,42,888,55125.82
AUT,1956,43,589,56466.16
AUT,1956,44,350,56507.57
AUT,1956,45,179,56928.06
AUT,1956,46,90,58299.71
AUT,1956,47,38,57613.59
AUT,1956,48,13,57083.37
AUT,1956,49,0,57337.22
AUT,1956,50,0.54,56437.29
AUT,1956,51,0.46,55726.26
AUT,1956,52,0,55595.67
AUT,1956,53,0,55299.13
AUT,1956,54,0,54967.1
AUT,1956,55,0,53729.07
AUT,1957,12,1,47414.91
AUT,1957,13,6,53524.57
AUT,1957,14,19,52139.89
AUT,1957,15,163,57587.59
AUT,1957,16,649,62187.93
AUT,1957,17,2083,66489.84
AUT,1957,18,3240,53208.91
AUT,1957,19,3853,40266.59
AUT,1957,20,4848,38766.24
AUT,1957,21,5698,38970.77
AUT,1957,22,6282,39394.85
AUT,1957,23,6681,40287.96
AUT,1957,24,7042,42111.9
AUT,1957,25,7168,43188.27
AUT,1957,26,7126,45162.74
AUT,1957,27,7046,46098.52
AUT,1957,28,6443,46277.1
AUT,1957,29,6179,46628.99
AUT,1957,30,5826,48903.41
AUT,1957,31,5702,52496.19
AUT,1957,32,5424,55562.63
AUT,1957,33,5046,57364.88
AUT,1957,34,4706,58708.57
AUT,1957,35,4288,58823.64
AUT,1957,36,3622,58150.23
AUT,1957,37,2913,53824.12
AUT,1957,38,1720,37048.02
AUT,1957,39,1048,29350.47
AUT,1957,40,988,31695.75
AUT,1957,41,794,34984.78
AUT,1957,42,770,49209.72
AUT,1957,43,619,54885.97
AUT,1957,44,352,56196.62
AUT,1957,45,198,56216.56
AUT,1957,46,95,56620.49
AUT,1957,47,51,57992.72
AUT,1957,48,16,57308.6
AUT,1957,49,5.81,56753.84
AUT,1957,50,1.19,57003.09
AUT,1957,51,0,56071.8
AUT,1957,52,0,55321.23
AUT,1957,53,0,55197.67
AUT,1957,54,0,54854.63
AUT,1957,55,0,54510.99
AUT,1958,12,1,39688.59
AUT,1958,13,3,47389.37
AUT,1958,14,24,53503.2
AUT,1958,15,134,52072.05
AUT,1958,16,639,57485.05
AUT,1958,17,1987,62057.49
AUT,1958,18,4064,66323.3
AUT,1958,19,5134,53027.78
AUT,1958,20,5156,40073.54
AUT,1958,21,5786,38551.98
AUT,1958,22,6390,38718.63
AUT,1958,23,6749,39117.19
AUT,1958,24,6963,40028.67
AUT,1958,25,7113,41870.86
AUT,1958,26,6994,42966.3
AUT,1958,27,6815,44957.01
AUT,1958,28,6430,45891.52
AUT,1958,29,5949,46086.07
AUT,1958,30,5611,46432.21
AUT,1958,31,5308,48704.37
AUT,1958,32,5220,52285.5
AUT,1958,33,4978,55345.97
AUT,1958,34,4591,57144.06
AUT,1958,35,4120,58494.18
AUT,1958,36,3684,58610.33
AUT,1958,37,3019,57938.86
AUT,1958,38,2343,53624.59
AUT,1958,39,1340,36914.69
AUT,1958,40,825,29236.09
AUT,1958,41,665,31578.52
AUT,1958,42,513,34855.4
AUT,1958,43,542,49008.74
AUT,1958,44,353,54684.61
AUT,1958,45,188,55955.67
AUT,1958,46,70,55964.6
AUT,1958,47,33,56347.55
AUT,1958,48,17,57693.75
AUT,1958,49,2.56,57004.65
AUT,1958,50,1.02,56453.26
AUT,1958,51,0.42,56666.12
AUT,1958,52,0,55722.35
AUT,1958,53,0,54939.23
AUT,1958,54,0,54766.75
AUT,1958,55,0,54424.48
AUT,1959,12,1,52539.23
AUT,1959,13,4,39670.59
AUT,1959,14,28,47376.37
AUT,1959,15,169,53468.45
AUT,1959,16,662,52001.81
AUT,1959,17,1943,57392.49
AUT,1959,18,4047,61936.94
AUT,1959,19,6773,66174.66
AUT,1959,20,6916,52872.15
AUT,1959,21,6180,39912.18
AUT,1959,22,6640,38365.7
AUT,1959,23,6794,38509.44
AUT,1959,24,7145,38898.66
AUT,1959,25,6979,39821.47
AUT,1959,26,6999,41679.25
AUT,1959,27,6865,42795.22
AUT,1959,28,6484,44781.85
AUT,1959,29,6271,45730.55
AUT,1959,30,5718,45923.1
AUT,1959,31,5150,46269.55
AUT,1959,32,4782,48535.77
AUT,1959,33,4710,52104.91
AUT,1959,34,4377,55154.07
AUT,1959,35,4138,56951.7
AUT,1959,36,3554,58296.88
AUT,1959,37,3226,58422.49
AUT,1959,38,2571,57753.76
AUT,1959,39,2052,53435.24
AUT,1959,40,1081,36790.76
AUT,1959,41,669,29129.95
AUT,1959,42,488,31464.96
AUT,1959,43,326,34719.23
AUT,1959,44,306,48823.15
AUT,1959,45,196,54473.63
AUT,1959,46,78,55716.63
AUT,1959,47,31,55720.12
AUT,1959,48,14,56072.09
AUT,1959,49,6.66,57414.76
AUT,1959,50,2.51,56729.54
AUT,1959,51,0.83,56128.77
AUT,1959,52,0,56335.61
AUT,1959,53,0,55351.39
AUT,1959,54,0,54553.83
AUT,1959,55,0,54367.68
AUT,1960,12,0,52590.16
AUT,1960,13,5,52518.56
AUT,1960,14,22,39652.36
AUT,1960,15,152,47352.88
AUT,1960,16,723,53428.02
AUT,1960,17,1948,51960.64
AUT,1960,18,3850,57344.87
AUT,1960,19,6338,61873.46
AUT,1960,20,8749,66099.74
AUT,1960,21,8023,52785.58
AUT,1960,22,6765,39828.8
AUT,1960,23,6846,38259.68
AUT,1960,24,6923,38387.15
AUT,1960,25,6837,38772.55
AUT,1960,26,6858,39706.81
AUT,1960,27,6711,41563.85
AUT,1960,28,6507,42684.64
AUT,1960,29,6020,44667.23
AUT,1960,30,5559,45625.83
AUT,1960,31,5148,45809.63
AUT,1960,32,4788,46154.49
AUT,1960,33,4345,48413.64
AUT,1960,34,4127,51975.34
AUT,1960,35,3861,55013.92
AUT,1960,36,3473,56813.31
AUT,1960,37,3005,58167.9
AUT,1960,38,2688,58279.89
AUT,1960,39,2142,57600.19
AUT,1960,40,1474,53290.15
AUT,1960,41,827,36680.34
AUT,1960,42,440,29039.04
AUT,1960,43,305,31366.71
AUT,1960,44,200,34599.18
AUT,1960,45,158,48659.36
AUT,1960,46,85,54261.15
AUT,1960,47,28,55504.2
AUT,1960,48,11,55487.21
AUT,1960,49,3.23,55811.04
AUT,1960,50,0.77,57139.21
AUT,1960,51,0,56432.15
AUT,1960,52,0,55802.86
AUT,1960,53,0,55987.69
AUT,1960,54,0,55004.55
AUT,1960,55,0,54164.22
AUT,1961,12,1,51124.47
AUT,1961,13,6,52585.27
AUT,1961,14,27,52508.04
AUT,1961,15,171,39594.35
AUT,1961,16,809,47265.47
AUT,1961,17,2206,53318.21
AUT,1961,18,3911,51807.71
AUT,1961,19,6130,57180.53
AUT,1961,20,8359,61694.86
AUT,1961,21,10325,65871.77
AUT,1961,22,9030,52614.98
AUT,1961,23,7368,39705.86
AUT,1961,24,7161,38155.08
AUT,1961,25,7045,38331.99
AUT,1961,26,6792,38716.87
AUT,1961,27,6511,39648.85
AUT,1961,28,6511,41497.79
AUT,1961,29,5928,42624.5
AUT,1961,30,5814,44619.34
AUT,1961,31,5150,45549.89
AUT,1961,32,4762,45724.58
AUT,1961,33,4241,46076.97
AUT,1961,34,3935,48340.68
AUT,1961,35,3687,51881.1
AUT,1961,36,3581,54912.36
AUT,1961,37,3108,56716.79
AUT,1961,38,2636,58042.5
AUT,1961,39,2247,58151.43
AUT,1961,40,1649,57493.77
AUT,1961,41,1195,53152.2
AUT,1961,42,580,36589.95
AUT,1961,43,278,28966.8
AUT,1961,44,170,31288.75
AUT,1961,45,94,34495.93
AUT,1961,46,79,48502.84
AUT,1961,47,41,54079.97
AUT,1961,48,19,55298.25
AUT,1961,49,3,55237.83
AUT,1961,50,0.93,55576.63
AUT,1961,51,1.66,56856.85
AUT,1961,52,0.41,56117.84
AUT,1961,53,0,55476.53
AUT,1961,54,0,55629.86
AUT,1961,55,0,54621.7
AUT,1962,12,0,47830.66
AUT,1962,13,4,51189.48
AUT,1962,14,16,52601.89
AUT,1962,15,214,52454.29
AUT,1962,16,726,39482.4
AUT,1962,17,2205,47071.88
AUT,1962,18,4244,53033.35
AUT,1962,19,5727,51498.88
AUT,1962,20,7868,56868.65
AUT,1962,21,9587,61358.42
AUT,1962,22,11215,65556.91
AUT,1962,23,9501,52424.46
AUT,1962,24,7367,39608.65
AUT,1962,25,7036,38169.77
AUT,1962,26,6783,38323.18
AUT,1962,27,6394,38720.54
AUT,1962,28,6127,39646.84
AUT,1962,29,5894,41497.87
AUT,1962,30,5672,42637.37
AUT,1962,31,5151,44613.28
AUT,1962,32,4802,45505.7
AUT,1962,33,4103,45686.2
AUT,1962,34,3713,46053.39
AUT,1962,35,3514,48301.95
AUT,1962,36,3139,51817.09
AUT,1962,37,2886,54836.47
AUT,1962,38,2565,56605.18
AUT,1962,39,2239,57909.85
AUT,1962,40,1737,58072.52
AUT,1962,41,1277,57387.02
AUT,1962,42,796,53031.54
AUT,1962,43,373,36519
AUT,1962,44,197,28904.79
AUT,1962,45,89,31223.27
AUT,1962,46,39,34384.4
AUT,1962,47,36,48362.51
AUT,1962,48,13,53873.57
AUT,1962,49,3.63,55084.7
AUT,1962,50,0.37,55034.73
AUT,1962,51,0,55349.57
AUT,1962,52,0,56550.3
AUT,1962,53,0,55786.81
AUT,1962,54,0,55119.01
AUT,1962,55,0,55280.76
AUT,1963,12,2,47046.63
AUT,1963,13,3,47986.13
AUT,1963,14,33,51268.3
AUT,1963,15,222,52633.14
AUT,1963,16,964,52402.41
AUT,1963,17,1939,39353.06
AUT,1963,18,4096,46830.99
AUT,1963,19,6244,52742.09
AUT,1963,20,7304,51204.78
AUT,1963,21,8898,56581.47
AUT,1963,22,10373,61060.83
AUT,1963,23,11490,65290.42
AUT,1963,24,9392,52263.47
AUT,1963,25,7416,39655.81
AUT,1963,26,6751,38199.47
AUT,1963,27,6381,38349.21
AUT,1963,28,6133,38758.93
AUT,1963,29,5634,39675.15
AUT,1963,30,5453,41522.43
AUT,1963,31,5111,42676.38
AUT,1963,32,4723,44629.38
AUT,1963,33,4174,45490.6
AUT,1963,34,3833,45670.15
AUT,1963,35,3295,46042.46
AUT,1963,36,2984,48285.32
AUT,1963,37,2818,51774.83
AUT,1963,38,2431,54767.78
AUT,1963,39,2061,56505.81
AUT,1963,40,1686,57795.77
AUT,1963,41,1206,57979.61
AUT,1963,42,881,57288.92
AUT,1963,43,510,52913.08
AUT,1963,44,203,36422.03
AUT,1963,45,88,28853.76
AUT,1963,46,32,31127.42
AUT,1963,47,26,34272.01
AUT,1963,48,13,48187.67
AUT,1963,49,3.98,53671.81
AUT,1963,50,2.02,54862.12
AUT,1963,51,0,54832.28
AUT,1963,52,0,55075.04
AUT,1963,53,0,56220.37
AUT,1963,54,0,55428.4
AUT,1963,55,0,54784.99
AUT,1964,12,0,46792.63
AUT,1964,13,4,47282.54
AUT,1964,14,30,48147.09
AUT,1964,15,236,51351.05
AUT,1964,16,946,52671.01
AUT,1964,17,2683,52361.07
AUT,1964,18,3728,39202.87
AUT,1964,19,5717,46596.48
AUT,1964,20,7604,52444.5
AUT,1964,21,7879,50906.43
AUT,1964,22,9477,56278.87
AUT,1964,23,10551,60754.45
AUT,1964,24,11244,64991.64
AUT,1964,25,9055,52187.42
AUT,1964,26,7009,39653.6
AUT,1964,27,6225,38204.37
AUT,1964,28,5837,38345.61
AUT,1964,29,5591,38776.26
AUT,1964,30,5132,39677.95
AUT,1964,31,4853,41543.23
AUT,1964,32,4498,42707.85
AUT,1964,33,4109,44637.71
AUT,1964,34,3653,45473.54
AUT,1964,35,3292,45640.16
AUT,1964,36,2874,46031.38
AUT,1964,37,2466,48263.09
AUT,1964,38,2225,51728.57
AUT,1964,39,1941,54702.15
AUT,1964,40,1638,56390.94
AUT,1964,41,1327,57685.69
AUT,1964,42,934,57890.45
AUT,1964,43,582,57179.01
AUT,1964,44,305,52759.87
AUT,1964,45,112,36332.85
AUT,1964,46,49,28777.9
AUT,1964,47,23,31027.58
AUT,1964,48,11,34167.9
AUT,1964,49,1,48020.66
AUT,1964,50,0,53472.67
AUT,1964,51,0,54621.19
AUT,1964,52,0,54590.41
AUT,1964,53,0,54814.16
AUT,1964,54,0,55863.98
AUT,1964,55,0,55066.45
AUT,1965,12,0,47663.76
AUT,1965,13,1,47066.68
AUT,1965,14,20,47524.27
AUT,1965,15,163,48315.8
AUT,1965,16,898,51456.51
AUT,1965,17,2599,52733.23
AUT,1965,18,4921,52324.4
AUT,1965,19,5236,39087.63
AUT,1965,20,6662,46386.79
AUT,1965,21,8173,52170.96
AUT,1965,22,8421,50639.52
AUT,1965,23,9410,56017
AUT,1965,24,10278,60485.61
AUT,1965,25,10857,64780.72
AUT,1965,26,8227,52087.35
AUT,1965,27,6189,39644.3
AUT,1965,28,5576,38203.21
AUT,1965,29,5159,38352.4
AUT,1965,30,4895,38791.76
AUT,1965,31,4436,39700.19
AUT,1965,32,4059,41557.99
AUT,1965,33,3679,42742.82
AUT,1965,34,3572,44651.85
AUT,1965,35,3124,45455.82
AUT,1965,36,2737,45623.51
AUT,1965,37,2229,46016.83
AUT,1965,38,2035,48237.4
AUT,1965,39,1767,51695.02
AUT,1965,40,1490,54641.55
AUT,1965,41,1179,56324.75
AUT,1965,42,853,57585.51
AUT,1965,43,528,57803.45
AUT,1965,44,320,57050.39
AUT,1965,45,143,52616.34
AUT,1965,46,54,36225.1
AUT,1965,47,17,28706.95
AUT,1965,48,15,30954.97
AUT,1965,49,1.69,34052.03
AUT,1965,50,0.31,47867.93
AUT,1965,51,0,53238.51
AUT,1965,52,0,54382.18
AUT,1965,53,0,54348.97
AUT,1965,54,0,54493.61
AUT,1965,55,0,55489.88
AUT,1966,12,0,48325.35
AUT,1966,13,1,47944.78
AUT,1966,14,23,47364.35
AUT,1966,15,148,47806.86
AUT,1966,16,828,48538.81
AUT,1966,17,2639,51635.54
AUT,1966,18,5085,52883.13
AUT,1966,19,7118,52427.38
AUT,1966,20,6254,39098.98
AUT,1966,21,7406,46326.96
AUT,1966,22,8626,52064.87
AUT,1966,23,8604,50507.59
AUT,1966,24,9188,55892.92
AUT,1966,25,9660,60370.35
AUT,1966,26,9954,64672.32
AUT,1966,27,7566,52075.9
AUT,1966,28,5667,39713.63
AUT,1966,29,4951,38275.33
AUT,1966,30,4569,38422.55
AUT,1966,31,4279,38875.47
AUT,1966,32,3793,39764.46
AUT,1966,33,3593,41633.96
AUT,1966,34,3183,42823.7
AUT,1966,35,2931,44704.49
AUT,1966,36,2605,45478.05
AUT,1966,37,2212,45640.51
AUT,1966,38,1866,46038.24
AUT,1966,39,1539,48251.93
AUT,1966,40,1280,51705.01
AUT,1966,41,1092,54630.84
AUT,1966,42,819,56263.55
AUT,1966,43,515,57497.48
AUT,1966,44,332,57723.76
AUT,1966,45,165,56952.67
AUT,1966,46,59,52492.13
AUT,1966,47,18,36136.19
AUT,1966,48,7,28647.81
AUT,1966,49,1.63,30861.12
AUT,1966,50,0.37,33952.05
AUT,1966,51,0,47692.99
AUT,1966,52,0,53011.31
AUT,1966,53,0,54131.21
AUT,1966,54,0,54083.04
AUT,1966,55,0,54189.61
AUT,1967,12,1,49886.98
AUT,1967,13,5,48580.76
AUT,1967,14,21,48248.64
AUT,1967,15,160,47706.13
AUT,1967,16,822,46588.7
AUT,1967,17,2433,48842.76
AUT,1967,18,4999,51922.19
AUT,1967,19,7244,53189.62
AUT,1967,20,8738,52688.87
AUT,1967,21,6707,39233.13
AUT,1967,22,7661,46389.05
AUT,1967,23,8711,52052.14
AUT,1967,24,8248,50465.12
AUT,1967,25,8717,55857.06
AUT,1967,26,9154,60313.28
AUT,1967,27,9050,64603.87
AUT,1967,28,6917,52102.15
AUT,1967,29,5074,39812.25
AUT,1967,30,4431,38367.44
AUT,1967,31,4015,38517.71
AUT,1967,32,3660,38977.91
AUT,1967,33,3340,39861.75
AUT,1967,34,2979,41724.91
AUT,1967,35,2791,42914.74
AUT,1967,36,2505,44782.99
AUT,1967,37,2073,45513.15
AUT,1967,38,1697,45672.88
AUT,1967,39,1403,46077.78
AUT,1967,40,1175,48311.62
AUT,1967,41,944,51722.49
AUT,1967,42,679,54612.25
AUT,1967,43,508,56202.35
AUT,1967,44,287,57417.69
AUT,1967,45,159,57656.25
AUT,1967,46,62,56868.89
AUT,1967,47,22,52366.87
AUT,1967,48,11,36035.96
AUT,1967,49,1,28583.08
AUT,1967,50,0,32384.25
AUT,1967,51,0,33851.71
AUT,1967,52,0,47507.86
AUT,1967,53,0,52792.61
AUT,1967,54,0,53876.78
AUT,1967,55,0,53818.68
AUT,1968,12,2,52721.83
AUT,1968,13,8,50066.3
AUT,1968,14,17,48810.76
AUT,1968,15,134,48535.8
AUT,1968,16,687,46561.27
AUT,1968,17,2567,48434.86
AUT,1968,18,4785,49126.32
AUT,1968,19,7288,52159.54
AUT,1968,20,9079,53354.61
AUT,1968,21,9366,52745.07
AUT,1968,22,6843,39159.06
AUT,1968,23,7513,46250.95
AUT,1968,24,8363,51829.97
AUT,1968,25,7694,50200.2
AUT,1968,26,8126,55610.15
AUT,1968,27,8206,60045.68
AUT,1968,28,8144,64335.92
AUT,1968,29,6089,51978.09
AUT,1968,30,4407,39780.34
AUT,1968,31,3909,38345.16
AUT,1968,32,3470,38513.09
AUT,1968,33,3159,38985.12
AUT,1968,34,2774,39860.55
AUT,1968,35,2559,41741.56
AUT,1968,36,2309,42946.94
AUT,1968,37,2049,44785.91
AUT,1968,38,1648,45481.97
AUT,1968,39,1406,45655.28
AUT,1968,40,1083,46094.04
AUT,1968,41,823,48308.98
AUT,1968,42,606,51679.39
AUT,1968,43,433,54543.8
AUT,1968,44,288,56084.22
AUT,1968,45,174,57283.33
AUT,1968,46,63,57524.27
AUT,1968,47,32,56713.55
AUT,1968,48,9,52181.55
AUT,1968,49,1.63,35916.2
AUT,1968,50,1.37,29936.05
AUT,1968,51,0,30711.73
AUT,1968,52,0,33719.26
AUT,1968,53,0,47306.37
AUT,1968,54,0,52521.08
AUT,1968,55,0,53570.15
AUT,1969,12,1,54751.14
AUT,1969,13,2,52775.7
AUT,1969,14,19,50234.18
AUT,1969,15,138,49033.11
AUT,1969,16,738,48813.64
AUT,1969,17,2429,48313.88
AUT,1969,18,4911,48745
AUT,1969,19,6915,49369.1
AUT,1969,20,8601,52293.38
AUT,1969,21,9168,53394.61
AUT,1969,22,9137,52689.55
AUT,1969,23,6530,39023.13
AUT,1969,24,6907,46014.91
AUT,1969,25,7318,51458.83
AUT,1969,26,6923,49836.98
AUT,1969,27,7089,55265.16
AUT,1969,28,7215,59686.39
AUT,1969,29,6916,64017.81
AUT,1969,30,5226,51795.1
AUT,1969,31,3762,39701.88
AUT,1969,32,3261,38296.21
AUT,1969,33,2912,38465.03
AUT,1969,34,2674,38954.13
AUT,1969,35,2454,39844.84
AUT,1969,36,2131,41722.16
AUT,1969,37,1910,42933.94
AUT,1969,38,1628,44750.48
AUT,1969,39,1327,45426.52
AUT,1969,40,993,45624.4
AUT,1969,41,759,46065.98
AUT,1969,42,553,48254.61
AUT,1969,43,345,51605.61
AUT,1969,44,252,54417.67
AUT,1969,45,138,55934.2
AUT,1969,46,66,57094.64
AUT,1969,47,19,57344.87
AUT,1969,48,7,56514.61
AUT,1969,49,1.48,51934.27
AUT,1969,50,1.07,35769.28
AUT,1969,51,0.45,28398.68
AUT,1969,52,0,30585.26
AUT,1969,53,0,33561.96
AUT,1969,54,0,47051.74
AUT,1969,55,0,52188.44
AUT,1970,12,2,55517.46
AUT,1970,13,4,54768.69
AUT,1970,14,31,52882.33
AUT,1970,15,169,50461.63
